"tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-meanFreq()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()","subject"
-0.18451788945283,-0.287722035858559,0.0950717547337662,0.0527139701818792,0.0263447143340136,0.0143191343227941,-0.790135963857143,-0.809265070291866,-0.84024697365534,-0.624902582135196,-0.522478337622286,-0.419855222428571,0.0562457799218045,0.0454162823243243,0.017968143579037,-0.0294418124262411,0.0378436998987248,-0.620557410602041,-0.646197420042473,0.0681624803190769,-0.0322558991384615,-0.0612044491395683,-0.104935280659843,-0.461992295740449,-0.418091938836813,-0.405540151478528,-0.456264573225269,-0.471196547480791,-0.463703028910053,-0.513892134505556,-0.467681353531136,-0.444466741850241,-0.844959619373585,-0.848102978578199,-0.859318019198113,-0.602595628395201,-0.621533659752128,-0.57913329964086,-0.86391053521327,-0.880423764739336,-0.896027004462264,-0.816280402433333,-0.765924078086957,-0.553528699343523,-0.452414235275543,-0.537135639022099,-0.11195259175523,-0.148778524253854,-0.509170998280142,0.057405964978662,0.099434862407971,0.0325962920622222,-0.838072952123762,-0.768411147984127,-0.572329533237705,-0.211532151668212,-0.0473340720477941,0.0994182860142857,0.0110380388362416,-0.0309114576375,-0.0565329728251333,0.000931347474468086,-0.0406202417828571,-0.584249229554348,-0.623601771289474,0.162737760037983,-0.1883065955,-0.212777189264417,-0.302328276617919,-0.530937307324157,-0.4846137913125,-0.500202290766304,-0.876590445971564,-0.869467096886792,-0.887130437761905,-0.868550512133333,-0.886393083857143,-0.756180095314354,-0.466762659588889,1
-0.285766431029474,-0.262028641083673,0.116529436896104,0.0118965166831081,0.00873193376,0.00931720718939394,-0.681683447061274,-0.809244287586538,-0.809708827862559,-0.632369868734737,-0.562052718428962,-0.454023350922093,0.0138573952455172,0.00769061567816902,-0.00681231210136055,0.0107624794277778,-0.0449546984086956,-0.542835568687755,-0.526176555481675,0.105532614392424,-0.0796681963546099,-0.142618044679141,-0.242842401007383,-0.429585364777654,-0.398505870849162,-0.393017627966279,-0.393339146345989,-0.435132694752542,-0.430206279877513,-0.501681777828953,-0.516544894520106,-0.448225809316667,-0.840168922097674,-0.845814548604651,-0.852917170107477,-0.602212318966667,-0.582610491811224,-0.567554245336735,-0.846153386347196,-0.854408157799065,-0.870460872046729,-0.799479970304695,-0.739462084917874,-0.585734216636364,-0.541882981302,-0.578562770403717,-0.131303209211434,-0.143587652355533,-0.472709526005137,0.0942680819092903,0.036691865891195,0.022137573509085,-0.812353727086124,-0.748978748390476,-0.711085621684615,-0.314308436716049,-0.16831190623529,-0.0188979085220588,-0.0312606887482993,-0.0581263299974843,-0.135745261369412,-0.0129677938421053,-0.0872270752756944,-0.554218135335676,-0.597009816294737,0.11963594089,-0.224400182080359,-0.339570560329936,-0.313413731965269,-0.499410398522564,-0.559173737662487,-0.53624332226943,-0.837739298760563,-0.857596693771028,-0.848382819537037,-0.869736573348837,-0.847845097347222,-0.687518199767308,-0.573140049934343,3
-0.32458523479241,-0.207870456666667,0.141000766138577,-0.00858435970082644,0.0820201083333333,0.0457363553559055,-0.783739707957219,-0.788667011264021,-0.763207174734043,-0.55309829920915,-0.379195902772222,-0.187709323673387,-0.0570481764488,-0.00659159643228346,-0.0770018535145385,-0.0363775808855,-0.0881839340204167,-0.456496165613939,-0.546989912398773,0.0760353506722689,-0.18242414982,-0.172909593131159,-0.227112904064851,-0.429490204705422,-0.465612989259259,-0.430280037796053,-0.442978221732143,-0.563810032012821,-0.489713399392965,-0.489256819321212,-0.45444174803871,-0.389393485661333,-0.861321402125,-0.886804626031746,-0.865498038062827,-0.663956815538889,-0.605722081010615,-0.599507191826919,-0.878257066613757,-0.8812430113089,-0.869862402352632,-0.717266326934783,-0.69622469093617,-0.577555470205882,-0.525295722778481,-0.608773811989595,-0.0842072168653778,-0.0795652191698837,-0.470217552218341,0.0282583071824427,-0.00873195404132353,-0.0451165725413889,-0.719985974339429,-0.572282443640244,-0.46554783218141,0.0388868688243902,0.0948238027975,0.0899251897108527,-0.145390690749281,-0.247624691613669,-0.224413048503871,-0.0687114118486487,-0.169564491138562,-0.476699103562914,-0.50949559347929,0.015750915521875,-0.216272762634895,-0.262862553317712,-0.331938233706711,-0.567679609311377,-0.528911253223457,-0.515659993746568,-0.897201828457447,-0.885940188148148,-0.889880123227513,-0.847703964397906,-0.855014326171875,-0.700036936194624,-0.4544050123395,5
-0.205872312280808,-0.22703130204902,0.114564442222615,0.0111705912094203,-0.0371914088976866,0.00515528228114754,-0.715131232221739,-0.821867374477128,-0.84289239114,-0.553376218705407,-0.540100653386336,-0.349289823825,0.02416391634392,0.0172071494254098,0.00109582871,-0.0700469794346154,-0.00687570320387597,-0.55063567549186,-0.552228493832335,0.081183767324,-0.107395421867188,-0.0887932035939695,-0.118104118844961,-0.428460254181013,-0.388583829063036,-0.427400077288961,-0.432046462413836,-0.421124701094618,-0.381969149490667,-0.519366991564417,-0.448450668026667,-0.446044558810323,-0.863428872560847,-0.871841453625,-0.878918001822917,-0.650317752489247,-0.681258721004348,-0.631950424375,-0.856309216020942,-0.896714899368421,-0.88159690671875,-0.727788052368421,-0.725561382755319,-0.567210097111696,-0.520389693453939,-0.520665782355279,-0.0894350968623171,-0.1355845789812,-0.409479255952941,0.0614425421365854,0.028194672141958,0.00482576591937985,-0.812642413404372,-0.750936280241477,-0.626110684152439,-0.254243742482171,0.0309266148595041,0.11352009513704,-0.0344941052643939,-0.0701085255695652,-0.132918843840146,0.0146718220857143,-0.0408585962743243,-0.471121285981481,-0.550358583136646,0.114670108123853,-0.147475199933571,-0.199716067603901,-0.225850000380556,-0.33004864139375,-0.373932470915484,-0.376038692227545,-0.894597080873684,-0.894557315520833,-0.887801072328125,-0.840555265713542,-0.87537585625,-0.708460814789474,-0.456794005707362,6
-0.398349773403884,-0.444568497142424,0.0624540845240433,0.0049886821342029,-0.0325754874921935,-0.0460183100680435,-0.600109741920239,-0.66580396834503,-0.629052472468023,-0.461537333308805,-0.434187161502778,-0.186944598457971,-0.00242192452992126,-0.0133001458944882,-0.0327316926346457,-0.0460629509656,-0.102406526660162,-0.504033475206667,-0.513710672070064,0.0274035668881356,-0.0506463721206923,-0.0780614731794872,-0.0831650793149254,-0.426123355222044,-0.309085140077852,-0.33881896706936,-0.40624967381375,-0.452934146322059,-0.37105044550184,-0.444478626144258,-0.374997924444304,-0.417825717633117,-0.767107095821111,-0.765450454100549,-0.791967680033333,-0.641302657777143,-0.61483932750322,-0.617819125177515,-0.817925342717514,-0.809662437396739,-0.851395923016483,-0.77862544709071,-0.721336517815217,-0.569148128659091,-0.575762293224852,-0.578984840150307,-0.144604483270622,-0.168246437512407,-0.44965814217551,-0.0435954956044776,0.00996440437651007,-0.0332031867278571,-0.634570065935632,-0.684704486081287,-0.627154152701198,-0.106658052681102,-0.02309123405,0.055364043232,-0.0555429309423846,-0.0559287107158268,-0.0807981423574803,-0.0861819147059231,-0.0866868818909774,-0.367444279387419,-0.478592458724516,0.0684841193576271,-0.145839934852967,-0.158564086997656,-0.196478678658088,-0.468931510533145,-0.498661970006369,-0.496034268839264,-0.781359998131868,-0.786700419403315,-0.795650771555494,-0.784512580684783,-0.828497973135135,-0.71149549905,-0.529200247848631,7
-0.431934265379452,-0.352165148197059,0.104755350246743,0.0657272988148148,0.016914896938,-0.08627449346,-0.572342903389773,-0.665341488879255,-0.768052095408152,-0.571692889510063,-0.448683010228387,-0.35586544777037,-0.019930674055814,-0.0136000927862595,-0.0372591084833333,-0.0665721357984397,-0.0457978449376712,-0.446528979906918,-0.453576857987421,0.117410456798425,-0.189257371684926,-0.265390720880882,-0.292441842043928,-0.358711112922222,-0.327453282891026,-0.386854565134211,-0.538816229141104,-0.5832156537,-0.589933537119647,-0.493662217144872,-0.434618503488889,-0.498296608276667,-0.826849598243243,-0.832499643247253,-0.814797448763441,-0.569506919039645,-0.538492584142857,-0.534167878011696,-0.837074918586956,-0.868221803909091,-0.854624822606383,-0.734750924505435,-0.673563804140541,-0.58053501220442,-0.531178926349425,-0.755804439511494,-0.110337990484444,-0.144102539500038,-0.593848866946255,-0.00974863277443609,0.037288219879021,0.0141359662730345,-0.705927471806818,-0.637899944675978,-0.573594371375862,-0.149287791146853,-0.113688239655906,0.0192245419358209,-0.0371666253652174,-0.0701752970166667,-0.117073708529379,-0.1058592780528,-0.136471848288069,-0.376630570250345,-0.417935636096795,0.0937928877432075,-0.325822266515232,-0.415847382219265,-0.377130664278782,-0.595312643546342,-0.600590293778981,-0.580799359748902,-0.849785896340541,-0.838428568682796,-0.851994129117647,-0.827825139589189,-0.861345664494737,-0.650003349282123,-0.578924941471429,8
-0.319388867354382,-0.348705624542353,0.113388522490378,-0.0116537358177711,-0.0382028250386935,-0.107482564221053,-0.617542218995283,-0.607601748897642,-0.620442989108654,-0.35306785863253,-0.156890596115854,-0.0428616589823529,0.0642882265641221,0.0326825748346405,-0.106554360204837,0.010265599056391,-0.189753326557576,-0.364013667153725,-0.443522428963687,0.0519305279545455,-0.190687683962264,-0.286177308918239,-0.313225282647368,-0.40990435850625,-0.318390482553448,-0.383986449789091,-0.526425445573184,-0.520388526130337,-0.578023346895028,-0.416717226722975,-0.29466381776747,-0.30446248215679,-0.821514361115196,-0.7933230085625,-0.837158493656796,-0.611899244413,-0.571265038588265,-0.562396512298429,-0.850085985165049,-0.819792653087805,-0.831477497805825,-0.76511914487,-0.701267835239796,-0.548900895342784,-0.532938188384615,-0.695481378202073,-0.130351100331355,-0.145896227985498,-0.573815368374607,0.041592433462069,-0.0382805491429885,-0.00672649598974359,-0.603763164700971,-0.574377437818557,-0.426099728448087,0.13216140240411,0.122952930390728,0.0502543077179012,-0.109539620398649,-0.197374072904562,-0.273206194076871,-0.0192244292203289,-0.23193970716087,-0.216335079535928,-0.399796763857988,0.0737195589761765,-0.316700744193143,-0.431869589790062,-0.416805868782907,-0.606425070269231,-0.613831687419889,-0.595570431188601,-0.8223535687343,-0.823168244089109,-0.791458041225962,-0.851036800922705,-0.811041924526829,-0.63856739417549,-0.579294195713966,11
-0.210460496111765,-0.181471126467033,0.145814881120423,0.00269674613552632,0.0156064786283133,-0.0311112611089041,-0.760692055229059,-0.693302678126667,-0.730232443317222,-0.52036974057485,-0.449789191329252,-0.16658899328777,-0.0284620009023016,-0.00542462103153846,-0.0187241721881203,-0.0409551517840336,-0.00161765335486111,-0.453697370771795,-0.51942414611537,-0.0249351252378788,-0.0704878053115942,-0.192442271696154,-0.215091595415333,-0.252692669938,-0.259198767327451,-0.299639532547682,-0.467944361289941,-0.517535226931013,-0.440916703587317,-0.341859312485714,-0.271787234157847,-0.255788461395973,-0.789810977294118,-0.79842087168617,-0.813194736010695,-0.603737502307222,-0.581784611894444,-0.56359792847929,-0.775520402860215,-0.812222731201058,-0.807308842063492,-0.705409299528796,-0.711241205882353,-0.597223071352965,-0.520001263094302,-0.494435903965318,-0.0861884777525197,-0.115155622325165,-0.361034661988417,0.00436761070830303,0.000765240004166667,-0.00800978218022599,-0.776915717297753,-0.665654525461111,-0.685529444514451,-0.0283099425084746,0.194473941346774,0.164083428723729,-0.0404002865673913,-0.110218093865035,-0.17124237255587,0.0424991014081967,-0.0891344574410853,-0.338897376572329,-0.507100518025478,-0.0181544266520661,-0.258627682137671,-0.319494875807246,-0.298561629478846,-0.481688195167105,-0.431709179546914,-0.507685544756579,-0.8164465595,-0.817243135240642,-0.802682417195789,-0.795965334677419,-0.779962000973822,-0.680648707615789,-0.498494392124224,14
-0.258326458924731,-0.299542207296703,0.0972926370270903,0.0144578420193548,0.00900879804409938,0.0321837184111765,-0.629455729406091,-0.674761839107317,-0.75709676949495,-0.61557458886129,-0.551968801256098,-0.302965795904459,0.0847123893541353,0.0118711118375887,0.0510370307928,-0.0368720636252414,-0.0426425150503401,-0.578994982826042,-0.578050094643459,0.0284599472924812,-0.0821851823513907,-0.11543249522695,-0.135033533332516,-0.441849146295833,-0.373058650048148,-0.332271316761046,-0.474244024137143,-0.484653268219429,-0.477414598011173,-0.427328139726667,-0.448604445358065,-0.296720164072515,-0.829481953862745,-0.839155292325123,-0.830303078438424,-0.653044809601064,-0.589049690536701,-0.633478754106509,-0.853816730386139,-0.858628570671569,-0.808894509285024,-0.801385552745098,-0.771707098433497,-0.535761881037634,-0.425525808301156,-0.583377984172283,-0.120808561691107,-0.162719273682292,-0.524640374243704,0.0165754039125333,0.0258812465898734,-0.0158046124881356,-0.701273450171359,-0.723751595235862,-0.658712003102222,-0.163675784172794,0.0111140244467626,0.156495025360484,0.05352357465,0.00681219927823129,-0.0553167689346667,-0.0433446593657343,-0.0571790012241611,-0.613737462713714,-0.591693463658378,0.0563042470948905,-0.216535105728767,-0.246382797993963,-0.363325505845652,-0.531291025344944,-0.571794078545902,-0.598230163879894,-0.812744690205366,-0.84348313302439,-0.848472247414634,-0.827062949886699,-0.823927399712195,-0.746996060283654,-0.391676456506587,15
-0.376786597268421,-0.343912306984685,0.0756995017590361,-0.0068134621559322,-0.015074229007549,-0.0714154144934066,-0.472006583635577,-0.560656771192823,-0.593441825323529,-0.559205005934133,-0.482012261114583,-0.376735172253552,0.0649950122987586,0.0753002485662162,0.061846978828,-0.0558943463572795,0.0893482041503226,-0.520274418275773,-0.50884625796599,-0.0259735683640244,-0.0231737000283871,-0.0941388487575163,-0.121891802327059,-0.426468884435714,-0.363946024291954,-0.339954532312834,-0.466208022934974,-0.490542085406736,-0.500470151722581,-0.414471099284239,-0.331227269120219,-0.326195030075151,-0.765414278547511,-0.801389320652778,-0.811112804875,-0.677396470771028,-0.637866530384507,-0.593029077840758,-0.771330339821198,-0.820919094618721,-0.805320675348416,-0.784983117125561,-0.765239235176211,-0.543716638237129,-0.470146084047872,-0.63438932064583,-0.144658608882881,-0.182016581910851,-0.546526288192384,0.0290193598647727,0.0256008937247115,-0.0328177270262032,-0.587696933057534,-0.65956669942723,-0.621922580581166,-0.243583320784906,0.046784661043871,0.0859916252328859,0.0432994490933333,0.0120027546664474,-0.00940771828903226,-0.0507061286621622,0.012043076639759,-0.487802867982979,-0.580725230901478,-0.0732208029578571,-0.169814396606747,-0.244344614932727,-0.288850459217045,-0.462226085283505,-0.525089136769948,-0.505664584824121,-0.804753191100457,-0.811604798358744,-0.826173090422018,-0.78488544872093,-0.808386084831818,-0.758890145755556,-0.441927003340206,16
